authorshipnumber,articlenumber,journal,volume,issue,startpage,pubyear,pubmonth,receiveddate,title,link1,link2,last,first,middle,position
33,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Karpecki,Paul,M,m
34,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Nichols,Kelly,K,m
35,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Jackson,Mitchell,A,m
36,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Sall,Kenneth,,m
37,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Tauber,Joseph,,m
38,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Roy,Monica,,m
39,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Raychaudhuri,Aparna,,m
40,6,Ophthalmology,124,1,53,2017,1,15-Jul-16,"Lifitegrast for the Treatment of Dry Eye Disease: Results of a Phase III, Randomized, Double-Masked, Placebo-Controlled Trial (OPUS-3).",https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=28079022,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28079022&id=doi:10.1016%2Fj.ophtha.2016.09.025&issn=0161-6420&isbn=&volume=124&issue=1&spage=53&date=2017&title=Ophthalmology&atitle=Lifitegrast+for+the+Treatment+of+Dry+Eye+Disease%3A+Results+of+a+Phase+III%2C+Randomized%2C+Double-Masked%2C+Placebo-Controlled+Trial+%28OPUS-3%29.&aulast=Holland&pid=%3CAN%3E28079022%3C%2FAN%3E,Shojaei,Amir,,l
41,7,Ophthalmology,124,1,61,2017,1,7-Sep-16,Evicel versus Tisseel versus Sutures for Attaching Conjunctival Autograft in Pterygium Surgery: A Prospective Comparative Clinical Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817915,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817915&id=doi:10.1016%2Fj.ophtha.2016.09.010&issn=0161-6420&isbn=&volume=124&issue=1&spage=61&date=2017&title=Ophthalmology&atitle=Evicel+versus+Tisseel+versus+Sutures+for+Attaching+Conjunctival+Autograft+in+Pterygium+Surgery%3A+A+Prospective+Comparative+Clinical+Study.&aulast=Zloto&pid=%3CAN%3E27817915%3C%2FAN%3E,Zloto,Ofira,,f
42,7,Ophthalmology,124,1,61,2017,1,7-Sep-16,Evicel versus Tisseel versus Sutures for Attaching Conjunctival Autograft in Pterygium Surgery: A Prospective Comparative Clinical Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817915,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817915&id=doi:10.1016%2Fj.ophtha.2016.09.010&issn=0161-6420&isbn=&volume=124&issue=1&spage=61&date=2017&title=Ophthalmology&atitle=Evicel+versus+Tisseel+versus+Sutures+for+Attaching+Conjunctival+Autograft+in+Pterygium+Surgery%3A+A+Prospective+Comparative+Clinical+Study.&aulast=Zloto&pid=%3CAN%3E27817915%3C%2FAN%3E,Greenbaum,Eran,,m
43,7,Ophthalmology,124,1,61,2017,1,7-Sep-16,Evicel versus Tisseel versus Sutures for Attaching Conjunctival Autograft in Pterygium Surgery: A Prospective Comparative Clinical Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817915,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817915&id=doi:10.1016%2Fj.ophtha.2016.09.010&issn=0161-6420&isbn=&volume=124&issue=1&spage=61&date=2017&title=Ophthalmology&atitle=Evicel+versus+Tisseel+versus+Sutures+for+Attaching+Conjunctival+Autograft+in+Pterygium+Surgery%3A+A+Prospective+Comparative+Clinical+Study.&aulast=Zloto&pid=%3CAN%3E27817915%3C%2FAN%3E,Fabian,Ido,Didi,m
44,7,Ophthalmology,124,1,61,2017,1,7-Sep-16,Evicel versus Tisseel versus Sutures for Attaching Conjunctival Autograft in Pterygium Surgery: A Prospective Comparative Clinical Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817915,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817915&id=doi:10.1016%2Fj.ophtha.2016.09.010&issn=0161-6420&isbn=&volume=124&issue=1&spage=61&date=2017&title=Ophthalmology&atitle=Evicel+versus+Tisseel+versus+Sutures+for+Attaching+Conjunctival+Autograft+in+Pterygium+Surgery%3A+A+Prospective+Comparative+Clinical+Study.&aulast=Zloto&pid=%3CAN%3E27817915%3C%2FAN%3E,Ben Simon,Guy,J,l
45,8,Ophthalmology,124,1,66,2017,1,6-Jul-16,Enhanced Depth Imaging Optical Coherence Tomography of Optic Nerve Head Drusen: A Comparison of Cases with and without Visual Field Loss.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817914,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817914&id=doi:10.1016%2Fj.ophtha.2016.09.022&issn=0161-6420&isbn=&volume=124&issue=1&spage=66&date=2017&title=Ophthalmology&atitle=Enhanced+Depth+Imaging+Optical+Coherence+Tomography+of+Optic+Nerve+Head+Drusen%3A+A+Comparison+of+Cases+with+and+without+Visual+Field+Loss.&aulast=Traber&pid=%3CAN%3E27817914%3C%2FAN%3E,Traber,Ghislaine,L,f
46,8,Ophthalmology,124,1,66,2017,1,6-Jul-16,Enhanced Depth Imaging Optical Coherence Tomography of Optic Nerve Head Drusen: A Comparison of Cases with and without Visual Field Loss.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817914,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817914&id=doi:10.1016%2Fj.ophtha.2016.09.022&issn=0161-6420&isbn=&volume=124&issue=1&spage=66&date=2017&title=Ophthalmology&atitle=Enhanced+Depth+Imaging+Optical+Coherence+Tomography+of+Optic+Nerve+Head+Drusen%3A+A+Comparison+of+Cases+with+and+without+Visual+Field+Loss.&aulast=Traber&pid=%3CAN%3E27817914%3C%2FAN%3E,Weber,Konrad,P,m
47,8,Ophthalmology,124,1,66,2017,1,6-Jul-16,Enhanced Depth Imaging Optical Coherence Tomography of Optic Nerve Head Drusen: A Comparison of Cases with and without Visual Field Loss.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817914,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817914&id=doi:10.1016%2Fj.ophtha.2016.09.022&issn=0161-6420&isbn=&volume=124&issue=1&spage=66&date=2017&title=Ophthalmology&atitle=Enhanced+Depth+Imaging+Optical+Coherence+Tomography+of+Optic+Nerve+Head+Drusen%3A+A+Comparison+of+Cases+with+and+without+Visual+Field+Loss.&aulast=Traber&pid=%3CAN%3E27817914%3C%2FAN%3E,Sabah,Mazen,,m
48,8,Ophthalmology,124,1,66,2017,1,6-Jul-16,Enhanced Depth Imaging Optical Coherence Tomography of Optic Nerve Head Drusen: A Comparison of Cases with and without Visual Field Loss.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817914,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817914&id=doi:10.1016%2Fj.ophtha.2016.09.022&issn=0161-6420&isbn=&volume=124&issue=1&spage=66&date=2017&title=Ophthalmology&atitle=Enhanced+Depth+Imaging+Optical+Coherence+Tomography+of+Optic+Nerve+Head+Drusen%3A+A+Comparison+of+Cases+with+and+without+Visual+Field+Loss.&aulast=Traber&pid=%3CAN%3E27817914%3C%2FAN%3E,Keane,Pearse,A,m
49,8,Ophthalmology,124,1,66,2017,1,6-Jul-16,Enhanced Depth Imaging Optical Coherence Tomography of Optic Nerve Head Drusen: A Comparison of Cases with and without Visual Field Loss.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27817914,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27817914&id=doi:10.1016%2Fj.ophtha.2016.09.022&issn=0161-6420&isbn=&volume=124&issue=1&spage=66&date=2017&title=Ophthalmology&atitle=Enhanced+Depth+Imaging+Optical+Coherence+Tomography+of+Optic+Nerve+Head+Drusen%3A+A+Comparison+of+Cases+with+and+without+Visual+Field+Loss.&aulast=Traber&pid=%3CAN%3E27817914%3C%2FAN%3E,Plant,Gordon,T,l
50,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Payne,John,F,f
51,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Wykoff,Charles,C,m
52,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Clark,W,Lloyd,m
53,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Bruce,Beau,B,m
54,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Boyer,David,S,m
55,9,Ophthalmology,124,1,74,2017,1,17-May-16,Randomized Trial of Treat and Extend Ranibizumab with and without Navigated Laser for Diabetic Macular Edema: TREX-DME 1 Year Outcomes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27836430,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27836430&id=doi:10.1016%2Fj.ophtha.2016.09.021&issn=0161-6420&isbn=&volume=124&issue=1&spage=74&date=2017&title=Ophthalmology&atitle=Randomized+Trial+of+Treat+and+Extend+Ranibizumab+with+and+without+Navigated+Laser+for+Diabetic+Macular+Edema%3A+TREX-DME+1+Year+Outcomes.&aulast=Payne&pid=%3CAN%3E27836430%3C%2FAN%3E,Brown,David,M,m
56,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,Hogg,Ruth,E,f
57,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,Woodside,Jayne,V,m
58,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,McGrath,Alanna,,m
59,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,Young,Ian,S,m
60,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,Vioque,Jesus,L,m
61,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,Chakravarthy,Usha,,m
62,10,Ophthalmology,124,1,82,2017,1,19-May-16,Mediterranean Diet Score and Its Association with Age-Related Macular Degeneration: The European Eye Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=27825655,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:27825655&id=doi:10.1016%2Fj.ophtha.2016.09.019&issn=0161-6420&isbn=&volume=124&issue=1&spage=82&date=2017&title=Ophthalmology&atitle=Mediterranean+Diet+Score+and+Its+Association+with+Age-Related+Macular+Degeneration%3A+The+European+Eye+Study.&aulast=Hogg&pid=%3CAN%3E27825655%3C%2FAN%3E,de Jong,Paulus,T,m
